id,lineage
"""MZ331872""","""B.4"""
"""MZ359830""","""B.4"""
"""MT612151""","""B.4"""
"""MW550136""","""B.4"""
"""MT612148""","""B.4"""
"""MT374102""","""B.4"""
"""ON878753""","""B.4"""
"""MT810932""","""B.4"""
"""ON878769""","""B.4"""
"""MW155390""","""B.4"""
"""MW190757""","""B.4"""
"""MT451523""","""B.4"""
"""ON878759""","""B.4"""
"""MT240479""","""B.4"""
"""MT972628""","""B.4"""
"""OA979161""","""B.4"""
"""MT451590""","""B.4"""
"""MT745600""","""B.4"""
"""MZ331875""","""B.4"""
"""MT582454""","""B.4"""
"""MT281530""","""B.4"""
"""OA993425""","""B.4"""
"""MT745698""","""B.4"""
"""MT412159""","""B.4"""
"""MT450921""","""B.4"""
"""OL913332""","""B.4"""
"""MT447177""","""B.4"""
"""OL756263""","""B.4"""
"""MT994286""","""B.4"""
"""OU182457""","""B.4"""
"""MW674828""","""B.4"""
"""MT451834""","""B.4"""
"""ON445296""","""AY.122.6"""
"""OW544605""","""AY.122.6"""
"""OV484893""","""AY.122.6"""
"""ON446867""","""AY.122.6"""
"""ON274041""","""AY.122.6"""
"""OV317492""","""AY.122.6"""
"""ON445006""","""AY.122.6"""
"""ON445018""","""AY.122.6"""
"""OV439955""","""AY.122.6"""
"""OL967431""","""AY.122.6"""
"""OL914098""","""AY.122.6"""
"""OV642915""","""AY.122.6"""
"""ON273799""","""AY.122.6"""
"""ON274711""","""AY.122.6"""
"""OM570120""","""AY.122.6"""
"""ON447377""","""AY.122.6"""
"""ON277014""","""AY.122.6"""
"""OW562029""","""AY.122.6"""
"""OL818365""","""AY.122.6"""
"""ON444995""","""AY.122.6"""
"""OV525728""","""AY.122.6"""
"""ON275003""","""AY.122.6"""
"""OM839620""","""AY.122.6"""
"""OW097728""","""AY.122.6"""
"""ON274460""","""AY.122.6"""
"""ON832661""","""AY.122.6"""
"""ON268757""","""AY.122.6"""
"""OM839597""","""AY.122.6"""
"""OV461753""","""AY.122.6"""
"""ON447122""","""AY.122.6"""
"""OV670962""","""AY.122.6"""
"""ON443163""","""AY.122.6"""
"""ON447130""","""AY.122.6"""
"""ON271768""","""AY.122.6"""
"""ON447009""","""AY.122.6"""
"""ON269160""","""AY.122.6"""
"""OV853417""","""AY.122.6"""
"""OW298580""","""AY.122.6"""
"""ON446269""","""AY.122.6"""
"""ON273544""","""AY.122.6"""
"""ON446895""","""AY.122.6"""
"""ON274942""","""AY.122.6"""
"""OV657615""","""AY.122.6"""
"""ON445580""","""AY.122.6"""
"""OW546231""","""AY.122.6"""
"""OV362270""","""AY.122.6"""
"""OV435392""","""AY.122.6"""
"""OL875411""","""AY.122.6"""
"""OW542877""","""AY.122.6"""
"""OV389128""","""AY.122.6"""
"""ON670254""","""AY.39.1.1"""
"""ON670098""","""AY.39.1.1"""
"""ON671710""","""AY.39.1.1"""
"""ON671970""","""AY.39.1.1"""
"""ON671276""","""AY.39.1.1"""
"""ON670060""","""AY.39.1.1"""
"""ON671827""","""AY.39.1.1"""
"""ON670344""","""AY.39.1.1"""
"""ON672551""","""AY.39.1.1"""
"""ON672357""","""AY.39.1.1"""
"""ON670884""","""AY.39.1.1"""
"""ON671810""","""AY.39.1.1"""
"""ON671302""","""AY.39.1.1"""
"""ON672359""","""AY.39.1.1"""
"""ON669797""","""AY.39.1.1"""
"""ON671008""","""AY.39.1.1"""
"""ON672091""","""AY.39.1.1"""
"""ON672762""","""AY.39.1.1"""
"""ON672969""","""AY.39.1.1"""
"""ON672981""","""AY.39.1.1"""
"""ON672746""","""AY.39.1.1"""
"""ON672786""","""AY.39.1.1"""
"""ON671616""","""AY.39.1.1"""
"""ON670197""","""AY.39.1.1"""
"""ON671388""","""AY.39.1.1"""
"""OK426439""","""AY.39.1.1"""
"""ON670581""","""AY.39.1.1"""
"""ON672594""","""AY.39.1.1"""
"""ON670922""","""AY.39.1.1"""
"""OK426437""","""AY.39.1.1"""
"""ON671937""","""AY.39.1.1"""
"""OK426233""","""AY.39.1.1"""
"""OK426084""","""AY.39.1.1"""
"""OK426239""","""AY.39.1.1"""
"""OK433406""","""AY.39.1.1"""
"""ON669380""","""AY.39.1.1"""
"""ON671461""","""AY.39.1.1"""
"""ON669401""","""AY.39.1.1"""
"""OK427143""","""AY.39.1.1"""
"""ON670521""","""AY.39.1.1"""
"""ON672349""","""AY.39.1.1"""
"""OK426342""","""AY.39.1.1"""
"""ON671463""","""AY.39.1.1"""
"""ON670580""","""AY.39.1.1"""
"""OK425921""","""AY.39.1.1"""
"""ON669829""","""AY.39.1.1"""
"""ON672894""","""AY.39.1.1"""
"""ON669376""","""AY.39.1.1"""
"""OK426247""","""AY.39.1.1"""
"""ON670769""","""AY.39.1.1"""
"""OW418972""","""AY.124.1"""
"""OW436690""","""AY.124.1"""
"""OW440192""","""AY.124.1"""
"""OV302015""","""AY.124.1"""
"""OW525200""","""AY.124.1"""
"""OW434084""","""AY.124.1"""
"""OW630585""","""AY.124.1"""
"""OV223420""","""AY.124.1"""
"""OV478664""","""AY.124.1"""
"""OW440803""","""AY.124.1"""
"""OU514624""","""AY.124.1"""
"""OW438864""","""AY.124.1"""
"""OV109481""","""AY.124.1"""
"""OV316027""","""AY.124.1"""
"""OW608245""","""AY.124.1"""
"""OU516792""","""AY.124.1"""
"""OW708153""","""AY.124.1"""
"""OU516469""","""AY.124.1"""
"""OV105479""","""AY.124.1"""
"""OU755120""","""AY.124.1"""
"""OV522272""","""AY.124.1"""
"""OU795016""","""AY.124.1"""
"""OV316327""","""AY.124.1"""
"""OU995075""","""AY.124.1"""
"""OV845135""","""AY.124.1"""
"""OW434337""","""AY.124.1"""
"""OW439383""","""AY.124.1"""
"""OV354269""","""AY.124.1"""
"""OW437859""","""AY.124.1"""
"""OV047310""","""AY.124.1"""
"""OW526800""","""AY.124.1"""
"""OW624496""","""AY.124.1"""
"""OW441361""","""AY.124.1"""
"""OU571730""","""AY.124.1"""
"""OV654886""","""AY.124.1"""
"""OU688068""","""AY.124.1"""
"""OU932490""","""AY.124.1"""
"""OU707796""","""AY.124.1"""
"""OV827302""","""AY.124.1"""
"""OV105628""","""AY.124.1"""
"""OW439006""","""AY.124.1"""
"""OW437285""","""AY.124.1"""
"""OU707550""","""AY.124.1"""
"""OW434885""","""AY.124.1"""
"""ON579127""","""AY.124.1"""
"""OV347553""","""AY.124.1"""
"""OV515544""","""AY.124.1"""
"""OU707492""","""AY.124.1"""
"""OV131602""","""AY.124.1"""
"""OV240964""","""AY.124.1"""
"""OU266198""","""AY.8"""
"""OU276085""","""AY.8"""
"""OU616956""","""AY.8"""
"""OU469573""","""AY.8"""
"""OU305677""","""AY.8"""
"""OU279273""","""AY.8"""
"""OU298079""","""AY.8"""
"""OU336090""","""AY.8"""
"""OU316539""","""AY.8"""
"""OU462195""","""AY.8"""
"""OU347573""","""AY.8"""
"""OU291963""","""AY.8"""
"""OU261798""","""AY.8"""
"""OU341715""","""AY.8"""
"""OU349994""","""AY.8"""
"""OU550278""","""AY.8"""
"""OU343318""","""AY.8"""
"""OU332990""","""AY.8"""
"""OU647421""","""AY.8"""
"""OU435764""","""AY.8"""
"""OU339240""","""AY.8"""
"""OU305987""","""AY.8"""
"""OU600593""","""AY.8"""
"""OU344399""","""AY.8"""
"""OU293525""","""AY.8"""
"""OU733123""","""AY.8"""
"""OU334268""","""AY.8"""
"""OU533560""","""AY.8"""
"""OU383303""","""AY.8"""
"""OU337295""","""AY.8"""
"""OU295671""","""AY.8"""
"""OU438741""","""AY.8"""
"""OU314723""","""AY.8"""
"""OU435388""","""AY.8"""
"""OU379272""","""AY.8"""
"""OU271313""","""AY.8"""
"""OU297088""","""AY.8"""
"""OU353660""","""AY.8"""
"""OU441757""","""AY.8"""
"""OU482879""","""AY.8"""
"""OU585256""","""AY.8"""
"""OU302946""","""AY.8"""
"""OU501686""","""AY.8"""
"""OU320465""","""AY.8"""
"""OU389815""","""AY.8"""
"""OU335723""","""AY.8"""
"""OU314068""","""AY.8"""
"""OU289954""","""AY.8"""
"""OU414645""","""AY.8"""
"""OU313073""","""AY.8"""
"""BS001831""","""AY.29"""
"""BS002582""","""AY.29"""
"""BS002259""","""AY.29"""
"""BS002230""","""AY.29"""
"""BS001876""","""AY.29"""
"""BS001670""","""AY.29"""
"""BS002212""","""AY.29"""
"""LC643051""","""AY.29"""
"""BS001387""","""AY.29"""
"""LC650052""","""AY.29"""
"""BS001694""","""AY.29"""
"""BS002008""","""AY.29"""
"""BS001527""","""AY.29"""
"""BS002253""","""AY.29"""
"""BS002237""","""AY.29"""
"""BS002585""","""AY.29"""
"""BS002248""","""AY.29"""
"""OM982827""","""AY.29"""
"""OM816738""","""AY.29"""
"""OM816740""","""AY.29"""
"""BS001602""","""AY.29"""
"""BS002213""","""AY.29"""
"""BS002053""","""AY.29"""
"""BS001447""","""AY.29"""
"""MZ992000""","""AY.29"""
"""BS001912""","""AY.29"""
"""BS002229""","""AY.29"""
"""BS001660""","""AY.29"""
"""BS001999""","""AY.29"""
"""BS001328""","""AY.29"""
"""BS002126""","""AY.29"""
"""BS002217""","""AY.29"""
"""BS001713""","""AY.29"""
"""BS001960""","""AY.29"""
"""BS001881""","""AY.29"""
"""BS001916""","""AY.29"""
"""BS001832""","""AY.29"""
"""BS001556""","""AY.29"""
"""BS001644""","""AY.29"""
"""OV415626""","""AY.29"""
"""BS001830""","""AY.29"""
"""BS001847""","""AY.29"""
"""BS001900""","""AY.29"""
"""BS002197""","""AY.29"""
"""BS002132""","""AY.29"""
"""BS001455""","""AY.29"""
"""BS001996""","""AY.29"""
"""LC715412""","""AY.29"""
"""OM816721""","""AY.29"""
"""OP209725""","""AY.29"""
"""OA998987""","""B.1.177.11"""
"""OA997150""","""B.1.177.11"""
"""OA997180""","""B.1.177.11"""
"""OA996945""","""B.1.177.11"""
"""OA999793""","""B.1.177.11"""
"""OU799993""","""B.1.177.11"""
"""OA998735""","""B.1.177.11"""
"""OB996666""","""B.1.177.11"""
"""OA997583""","""B.1.177.11"""
"""OA990472""","""B.1.177.11"""
"""OA999867""","""B.1.177.11"""
"""OA997202""","""B.1.177.11"""
"""OA998754""","""B.1.177.11"""
"""OB996589""","""B.1.177.11"""
"""OA998955""","""B.1.177.11"""
"""OA998992""","""B.1.177.11"""
"""OU805755""","""B.1.177.11"""
"""OB981826""","""B.1.177.11"""
"""OB988953""","""B.1.177.11"""
"""OC998644""","""B.1.177.11"""
"""OA984801""","""B.1.177.11"""
"""OA991497""","""B.1.177.11"""
"""OA997466""","""B.1.177.11"""
"""OA999161""","""B.1.177.11"""
"""OB996251""","""B.1.177.11"""
"""OA998233""","""B.1.177.11"""
"""OB981818""","""B.1.177.11"""
"""OA997219""","""B.1.177.11"""
"""OA999754""","""B.1.177.11"""
"""OA998728""","""B.1.177.11"""
"""OA998679""","""B.1.177.11"""
"""OC998430""","""B.1.177.11"""
"""OA999909""","""B.1.177.11"""
"""OB996257""","""B.1.177.11"""
"""OB989920""","""B.1.177.11"""
"""OA999897""","""B.1.177.11"""
"""OA997155""","""B.1.177.11"""
"""OU814404""","""B.1.177.11"""
"""OB991521""","""B.1.177.11"""
"""OB993145""","""B.1.177.11"""
"""OA998570""","""B.1.177.11"""
"""OA999929""","""B.1.177.11"""
"""OA997915""","""B.1.177.11"""
"""OA982283""","""B.1.177.11"""
"""OA998909""","""B.1.177.11"""
"""OU814043""","""B.1.177.11"""
"""OA998723""","""B.1.177.11"""
"""OA984796""","""B.1.177.11"""
"""OD901802""","""B.1.177.11"""
"""OA999818""","""B.1.177.11"""
"""OU811850""","""B.1.1.204"""
"""OD910714""","""B.1.1.204"""
"""OB984943""","""B.1.1.204"""
"""OB998764""","""B.1.1.204"""
"""OB993306""","""B.1.1.204"""
"""OD901017""","""B.1.1.204"""
"""OD901003""","""B.1.1.204"""
"""OD921294""","""B.1.1.204"""
"""OA996877""","""B.1.1.204"""
"""OA984384""","""B.1.1.204"""
"""OB985735""","""B.1.1.204"""
"""OU392946""","""B.1.1.204"""
"""OB998905""","""B.1.1.204"""
"""OB987306""","""B.1.1.204"""
"""OD904588""","""B.1.1.204"""
"""OB999221""","""B.1.1.204"""
"""OB990254""","""B.1.1.204"""
"""OD901013""","""B.1.1.204"""
"""OA996786""","""B.1.1.204"""
"""OA990863""","""B.1.1.204"""
"""OD903150""","""B.1.1.204"""
"""OU093711""","""B.1.1.204"""
"""OB999628""","""B.1.1.204"""
"""OA996589""","""B.1.1.204"""
"""OD909844""","""B.1.1.204"""
"""OB987120""","""B.1.1.204"""
"""OB990143""","""B.1.1.204"""
"""OU093756""","""B.1.1.204"""
"""OB987607""","""B.1.1.204"""
"""OD901005""","""B.1.1.204"""
"""OD905456""","""B.1.1.204"""
"""OB991738""","""B.1.1.204"""
"""OB999822""","""B.1.1.204"""
"""OD949732""","""B.1.1.204"""
"""OU075211""","""B.1.1.204"""
"""OD900808""","""B.1.1.204"""
"""OU075300""","""B.1.1.204"""
"""OB999582""","""B.1.1.204"""
"""OD901004""","""B.1.1.204"""
"""OB992242""","""B.1.1.204"""
"""OD901007""","""B.1.1.204"""
"""OA999524""","""B.1.1.204"""
"""OB987122""","""B.1.1.204"""
"""OU112547""","""B.1.1.204"""
"""OB987939""","""B.1.1.204"""
"""OU082171""","""B.1.1.204"""
"""OU107170""","""B.1.1.204"""
"""OA994216""","""B.1.1.204"""
"""OB994212""","""B.1.1.204"""
"""OD903265""","""B.1.1.204"""
"""MZ022269""","""B.1.126"""
"""MW860563""","""B.1.126"""
"""MZ909487""","""B.1.126"""
"""MZ297523""","""B.1.126"""
"""OL551617""","""B.1.126"""
"""MW766572""","""B.1.126"""
"""MZ906986""","""B.1.126"""
"""ON166605""","""B.1.126"""
"""MW077490""","""B.1.126"""
"""OK547666""","""B.1.126"""
"""MZ636124""","""B.1.126"""
"""OL408464""","""B.1.126"""
"""OK136637""","""B.1.126"""
"""MW778790""","""B.1.126"""
"""OL852617""","""B.1.126"""
"""MZ908112""","""B.1.126"""
"""OK549496""","""B.1.126"""
"""OM095205""","""B.1.126"""
"""OL540553""","""B.1.126"""
"""OK547027""","""B.1.126"""
"""ON344152""","""B.1.126"""
"""OK548588""","""B.1.126"""
"""MZ377843""","""B.1.126"""
"""MW035465""","""B.1.126"""
"""MZ906711""","""B.1.126"""
"""MW653528""","""B.1.126"""
"""OK598455""","""B.1.126"""
"""OK547970""","""B.1.126"""
"""MZ449143""","""B.1.126"""
"""OK547427""","""B.1.126"""
"""OL757010""","""B.1.126"""
"""OL757008""","""B.1.126"""
"""MZ570039""","""B.1.126"""
"""MW923281""","""B.1.126"""
"""MW635032""","""B.1.126"""
"""OM435939""","""B.1.126"""
"""MW134325""","""B.1.126"""
"""OM757059""","""B.1.126"""
"""ON344813""","""B.1.126"""
"""ON343433""","""B.1.126"""
"""OP142969""","""B.1.126"""
"""MW973070""","""B.1.126"""
"""MW505155""","""B.1.126"""
"""OM095226""","""B.1.126"""
"""MT929055""","""B.1.126"""
"""OL332610""","""B.1.126"""
"""OM254206""","""B.1.126"""
"""ON166625""","""B.1.126"""
"""OL540868""","""B.1.126"""
"""OL844718""","""B.1.126"""
"""MW693062""","""B.1.567"""
"""MW741613""","""B.1.567"""
"""MW667320""","""B.1.567"""
"""MW075742""","""B.1.567"""
"""MW693055""","""B.1.567"""
"""MW809197""","""B.1.567"""
"""MW809243""","""B.1.567"""
"""MW741623""","""B.1.567"""
"""MW809238""","""B.1.567"""
"""MW741642""","""B.1.567"""
"""MZ487687""","""B.1.567"""
"""MW637946""","""B.1.567"""
"""MW217395""","""B.1.567"""
"""ON613300""","""B.1.567"""
"""OL905916""","""B.1.567"""
"""OK465916""","""B.1.567"""
"""ON613282""","""B.1.567"""
"""OK466290""","""B.1.567"""
"""OL825920""","""B.1.567"""
"""OL826724""","""B.1.567"""
"""MW738792""","""B.1.567"""
"""MW863255""","""B.1.567"""
"""OK467194""","""B.1.567"""
"""MW631868""","""B.1.567"""
"""ON134692""","""B.1.567"""
"""OP050343""","""B.1.567"""
"""OL706917""","""B.1.567"""
"""OL706920""","""B.1.567"""
"""OK465677""","""B.1.567"""
"""MW093488""","""B.1.567"""
"""MW693066""","""B.1.567"""
"""MW863258""","""B.1.567"""
"""MW735918""","""B.1.567"""
"""MW883203""","""B.1.567"""
"""ON613302""","""B.1.567"""
"""MW449498""","""B.1.567"""
"""MW799642""","""B.1.567"""
"""MW725704""","""B.1.567"""
"""OK659337""","""B.1.567"""
"""MZ622317""","""B.1.567"""
"""MW420887""","""B.1.567"""
"""MW454451""","""B.1.567"""
"""MZ410014""","""B.1.567"""
"""OM264326""","""B.1.567"""
"""ON343956""","""B.1.567"""
"""MW809249""","""B.1.567"""
"""MW269897""","""B.1.567"""
"""ON928596""","""B.1.567"""
"""MW661006""","""B.1.567"""
"""OL826496""","""B.1.567"""
"""MW583236""","""B.1.1.351"""
"""MW893788""","""B.1.1.351"""
"""MW706741""","""B.1.1.351"""
"""MW673177""","""B.1.1.351"""
"""MW734759""","""B.1.1.351"""
"""MW586157""","""B.1.1.351"""
"""OA999457""","""B.1.1.351"""
"""MW523808""","""B.1.1.351"""
"""OL849774""","""B.1.1.351"""
"""OU077060""","""B.1.1.351"""
"""MW636855""","""B.1.1.351"""
"""OU796078""","""B.1.1.351"""
"""MW734765""","""B.1.1.351"""
"""OB984615""","""B.1.1.351"""
"""MW764051""","""B.1.1.351"""
"""MW725998""","""B.1.1.351"""
"""OU809106""","""B.1.1.351"""
"""OU122606""","""B.1.1.351"""
"""MZ499098""","""B.1.1.351"""
"""OA982854""","""B.1.1.351"""
"""OU027582""","""B.1.1.351"""
"""MZ488189""","""B.1.1.351"""
"""OU800958""","""B.1.1.351"""
"""OD921444""","""B.1.1.351"""
"""OL365640""","""B.1.1.351"""
"""MW636864""","""B.1.1.351"""
"""MZ518276""","""B.1.1.351"""
"""OU147346""","""B.1.1.351"""
"""MW689769""","""B.1.1.351"""
"""ON302304""","""B.1.1.351"""
"""MW634665""","""B.1.1.351"""
"""MW639979""","""B.1.1.351"""
"""MW813657""","""B.1.1.351"""
"""MW550658""","""B.1.1.351"""
"""OU278703""","""B.1.1.351"""
"""MW486414""","""B.1.1.351"""
"""MW586158""","""B.1.1.351"""
"""OU369395""","""B.1.1.351"""
"""OU803882""","""B.1.1.351"""
"""OD923741""","""B.1.1.351"""
"""MW731058""","""B.1.1.351"""
"""MZ666643""","""B.1.1.351"""
"""MW696994""","""B.1.1.351"""
"""MZ373658""","""B.1.1.351"""
"""MW666483""","""B.1.1.351"""
"""MW697010""","""B.1.1.351"""
"""OA999692""","""B.1.1.351"""
"""MW693311""","""B.1.1.351"""
"""MW749257""","""B.1.1.351"""
"""OU136658""","""B.1.1.351"""
"""OU167725""","""B.1.177.60"""
"""OU370856""","""B.1.177.60"""
"""OU095927""","""B.1.177.60"""
"""OU278424""","""B.1.177.60"""
"""OU370638""","""B.1.177.60"""
"""OU423075""","""B.1.177.60"""
"""OU370629""","""B.1.177.60"""
"""OU096927""","""B.1.177.60"""
"""OU082764""","""B.1.177.60"""
"""OU011573""","""B.1.177.60"""
"""LR882834""","""B.1.177.60"""
"""OU164064""","""B.1.177.60"""
"""OU278704""","""B.1.177.60"""
"""OU096067""","""B.1.177.60"""
"""OU271341""","""B.1.177.60"""
"""OD981943""","""B.1.177.60"""
"""OU370833""","""B.1.177.60"""
"""OA970882""","""B.1.177.60"""
"""OU091136""","""B.1.177.60"""
"""OU096115""","""B.1.177.60"""
"""OU135932""","""B.1.177.60"""
"""OU370871""","""B.1.177.60"""
"""OU082962""","""B.1.177.60"""
"""OU277859""","""B.1.177.60"""
"""OU370688""","""B.1.177.60"""
"""OD960376""","""B.1.177.60"""
"""OU278680""","""B.1.177.60"""
"""OU083611""","""B.1.177.60"""
"""OB992737""","""B.1.177.60"""
"""OU080074""","""B.1.177.60"""
"""OU083543""","""B.1.177.60"""
"""OU279043""","""B.1.177.60"""
"""OU164099""","""B.1.177.60"""
"""OU083634""","""B.1.177.60"""
"""OU370864""","""B.1.177.60"""
"""OU068539""","""B.1.177.60"""
"""OC995948""","""B.1.177.60"""
"""OU083504""","""B.1.177.60"""
"""OU370780""","""B.1.177.60"""
"""OD898899""","""B.1.177.60"""
"""OU278785""","""B.1.177.60"""
"""OU278462""","""B.1.177.60"""
"""OU812069""","""B.1.177.60"""
"""OU370562""","""B.1.177.60"""
"""OD933186""","""B.1.177.60"""
"""OU083582""","""B.1.177.60"""
"""OD919813""","""B.1.177.60"""
"""OU165141""","""B.1.177.60"""
"""OD953563""","""B.1.177.60"""
"""OU164629""","""B.1.177.60"""
"""MT496992""","""B.1.36.8"""
"""MT576043""","""B.1.36.8"""
"""OB994092""","""B.1.36.8"""
"""MT496985""","""B.1.36.8"""
"""MT940451""","""B.1.36.8"""
"""MT800978""","""B.1.36.8"""
"""MT940478""","""B.1.36.8"""
"""MT800845""","""B.1.36.8"""
"""MT941046""","""B.1.36.8"""
"""HG996849""","""B.1.36.8"""
"""MT496986""","""B.1.36.8"""
"""MT800892""","""B.1.36.8"""
"""MT951157""","""B.1.36.8"""
"""MW242663""","""B.1.36.8"""
"""OB992186""","""B.1.36.8"""
"""MZ262322""","""B.1.36.8"""
"""MT800820""","""B.1.36.8"""
"""OM967318""","""B.1.36.8"""
"""OU263948""","""B.1.36.8"""
"""MZ292136""","""B.1.36.8"""
"""MW555921""","""B.1.36.8"""
"""MT758215""","""B.1.36.8"""
"""MW694209""","""B.1.36.8"""
"""OL372520""","""B.1.36.8"""
"""MW166221""","""B.1.36.8"""
"""MW495127""","""B.1.36.8"""
"""MT847208""","""B.1.36.8"""
"""MT951181""","""B.1.36.8"""
"""MT953996""","""B.1.36.8"""
"""MT941403""","""B.1.36.8"""
"""MT576531""","""B.1.36.8"""
"""MT954065""","""B.1.36.8"""
"""MT953877""","""B.1.36.8"""
"""MT675945""","""B.1.36.8"""
"""MW599343""","""B.1.36.8"""
"""MZ960183""","""B.1.36.8"""
"""MT560689""","""B.1.36.8"""
"""MT879645""","""B.1.36.8"""
"""MW704554""","""B.1.36.8"""
"""MW485145""","""B.1.36.8"""
"""MT675944""","""B.1.36.8"""
"""OA972035""","""B.1.36.8"""
"""MT496987""","""B.1.36.8"""
"""MT955347""","""B.1.36.8"""
"""MT675950""","""B.1.36.8"""
"""MT940476""","""B.1.36.8"""
"""MZ262323""","""B.1.36.8"""
"""OU281777""","""B.1.36.8"""
"""MZ269072""","""B.1.36.8"""
"""OM110443""","""B.1.36.8"""
"""MW638717""","""B.1.550"""
"""MW928201""","""B.1.550"""
"""MW928139""","""B.1.550"""
"""MW925182""","""B.1.550"""
"""MW925363""","""B.1.550"""
"""MW928390""","""B.1.550"""
"""MW925655""","""B.1.550"""
"""MW930465""","""B.1.550"""
"""MW930431""","""B.1.550"""
"""OK653835""","""B.1.550"""
"""MW928207""","""B.1.550"""
"""MW925310""","""B.1.550"""
"""MW928380""","""B.1.550"""
"""MW861579""","""B.1.550"""
"""MW930560""","""B.1.550"""
"""MZ907425""","""B.1.550"""
"""MW702435""","""B.1.550"""
"""MW868602""","""B.1.550"""
"""MW928332""","""B.1.550"""
"""MW491004""","""B.1.550"""
"""MW861595""","""B.1.550"""
"""MW861607""","""B.1.550"""
"""MW928175""","""B.1.550"""
"""MW925577""","""B.1.550"""
"""MW861555""","""B.1.550"""
"""MW928381""","""B.1.550"""
"""MW861584""","""B.1.550"""
"""MW925612""","""B.1.550"""
"""MW739764""","""B.1.550"""
"""MW928389""","""B.1.550"""
"""MW929671""","""B.1.550"""
"""MW928174""","""B.1.550"""
"""MW524895""","""B.1.550"""
"""MW925563""","""B.1.550"""
"""MW925620""","""B.1.550"""
"""MW929556""","""B.1.550"""
"""MW891887""","""B.1.550"""
"""MW923435""","""B.1.550"""
"""MW923871""","""B.1.550"""
"""MW929577""","""B.1.550"""
"""MW923460""","""B.1.550"""
"""MW929700""","""B.1.550"""
"""MW700750""","""B.1.550"""
"""MW700425""","""B.1.550"""
"""MW923400""","""B.1.550"""
"""MW972740""","""B.1.550"""
"""MW973075""","""B.1.550"""
"""MW916430""","""B.1.550"""
"""MW916402""","""B.1.550"""
"""MW482930""","""B.1.550"""
"""FR996370""","""B.3"""
"""FR998508""","""B.3"""
"""LR883214""","""B.3"""
"""OA965524""","""B.3"""
"""OA993729""","""B.3"""
"""OA965066""","""B.3"""
"""FR994939""","""B.3"""
"""LR883537""","""B.3"""
"""OU181310""","""B.3"""
"""MT886301""","""B.3"""
"""MZ488101""","""B.3"""
"""FR996482""","""B.3"""
"""FR991764""","""B.3"""
"""OU162970""","""B.3"""
"""OU182721""","""B.3"""
"""MT451714""","""B.3"""
"""FR996638""","""B.3"""
"""OA967255""","""B.3"""
"""MT951947""","""B.3"""
"""LR883217""","""B.3"""
"""OA966171""","""B.3"""
"""FR993789""","""B.3"""
"""OU180996""","""B.3"""
"""MW053699""","""B.3"""
"""OU183834""","""B.3"""
"""OA964530""","""B.3"""
"""OA965213""","""B.3"""
"""MZ331909""","""B.3"""
"""FR995837""","""B.3"""
"""FR999918""","""B.3"""
"""FR997969""","""B.3"""
"""OU797771""","""B.3"""
"""MT582490""","""B.3"""
"""ON303063""","""B.3"""
"""OU163119""","""B.3"""
"""OU802465""","""B.3"""
"""OU182147""","""B.3"""
"""OA971626""","""B.3"""
"""OA966339""","""B.3"""
"""MZ331944""","""B.3"""
"""FR995802""","""B.3"""
"""OA965075""","""B.3"""
"""MT704825""","""B.3"""
"""OU183947""","""B.3"""
"""FR996119""","""B.3"""
"""MT263429""","""B.3"""
"""LR883716""","""B.3"""
"""MZ332439""","""B.3"""
"""OM725359""","""B.3"""
"""OU183255""","""B.3"""
"""MZ075739""","""B.1.617"""
"""OU261900""","""B.1.617"""
"""OU266282""","""B.1.617"""
"""OU266736""","""B.1.617"""
"""OU262483""","""B.1.617"""
"""OU152918""","""B.1.617"""
"""OU153294""","""B.1.617"""
"""OU272992""","""B.1.617"""
"""MZ724507""","""B.1.617"""
"""OU155782""","""B.1.617"""
"""MZ569121""","""B.1.617"""
"""OU042214""","""B.1.617"""
"""OU257274""","""B.1.617"""
"""OU253834""","""B.1.617"""
"""OU354383""","""B.1.617"""
"""OU285020""","""B.1.617"""
"""OU042393""","""B.1.617"""
"""OU267164""","""B.1.617"""
"""MZ340501""","""B.1.617"""
"""OU265178""","""B.1.617"""
"""OU155614""","""B.1.617"""
"""OU155193""","""B.1.617"""
"""OU266180""","""B.1.617"""
"""OU263798""","""B.1.617"""
"""OU222703""","""B.1.617"""
"""OU254736""","""B.1.617"""
"""MW967635""","""B.1.617"""
"""OU345771""","""B.1.617"""
"""OU270250""","""B.1.617"""
"""OK293084""","""B.1.617"""
"""OU258127""","""B.1.617"""
"""MZ048150""","""B.1.617"""
"""MZ186915""","""B.1.617"""
"""MZ340502""","""B.1.617"""
"""MZ340506""","""B.1.617"""
"""OU252842""","""B.1.617"""
"""MZ154035""","""B.1.617"""
"""MZ039217""","""B.1.617"""
"""OU271425""","""B.1.617"""
"""OU152862""","""B.1.617"""
"""OU252193""","""B.1.617"""
"""OU138777""","""B.1.617"""
"""OU562606""","""B.1.617"""
"""MZ131397""","""B.1.617"""
"""MZ186021""","""B.1.617"""
"""OM846649""","""B.1.617"""
"""OU271468""","""B.1.617"""
"""OU267259""","""B.1.617"""
"""OU273600""","""B.1.617"""
"""OM759871""","""B.1.617"""
"""MW808851""","""B.1.1.33"""
"""MZ543361""","""B.1.1.33"""
"""MZ544788""","""B.1.1.33"""
"""MW365200""","""B.1.1.33"""
"""MT706234""","""B.1.1.33"""
"""MZ543379""","""B.1.1.33"""
"""MZ544881""","""B.1.1.33"""
"""MW365100""","""B.1.1.33"""
